Date/Hour	flow (L/s)	Raw water (NTU)	Settled water (NTU)	Filter 1 (NTU)	Filter 2 (NTU)	PACl dose (mg/L)	Chlorine dose (mg/L)	Temperature
8/23/2016 18:00	14	3.09	0.59	0	0	11.24	1.02	20
8/24/2016 11:40	17	3.22	0.48	0	0	10.96	1	19
8/25/2016 11:00	16	3.01	0.8	0	0	9.3	1.05	19
8/25/2016 18:00	15	2.9	0.99	0.19	0.24	10.84	0.9	19
8/25/2016 18:10	15.5	2.9	0.3	0	0	9.32	0.9	20
8/26/2016 17:00	16	6.2	0	0		0.1		19
8/27/2016 11:45	15	3.86	0.77	0.17	0.11	11.24	0.99	20
8/27/2016 18:00	16	3.7	0.43	0	0	9.1	1	20
8/28/2016 11:00	16.5	5	0.62	0.17	0.1	9.78	1.09	19
8/29/2016 11:40	15	19.24	1.09	0.32	0.51	13.24	1.09	20
8/29/2016 17:40	16	18.1	0.89	0.16	0.1	13.7	1.01	20
8/30/2016 5:30	15	12.2	1.16	0.38	0	5.1	1	19
8/30/2016 12:00	15	12.89	1.13	0.75	0	11.24	0.9	20
8/30/2016 15:09	17.5	11.22	0.9	0.31	0.24	11.84	1.09	20
8/30/2016 21:10	17	38.02	0.81	0	0.1	10.3	1	19
8/31/2016 4:00	18	30.1	0.7	0.08	0.13	12.01	1.05	18
9/1/2016 4:50	18.5	28.76	0.98	0.36	0.21	15.31	1	19
9/1/2016 11:00	15	15.09	0.81	0.09	0.22	13.07	1.1	20
9/1/2016 18:25	15	15.91	0.98	0.1	0.09	12.16	1.05	19
9/2/2016 4:30	17	17.21	0.9	0.06	0.16	11.01	1	19
9/2/2016 14:20	15	12.91	0.39	0	0	13.01	0.82	20
9/2/2016 22:20	15	12.24	0.91	0.29	0.27	13.24	1.1	20
9/3/2016 4:45	15	11.87	0.99	0.21	0.15	13.33	1.1	19
9/3/2016 11:35	15	9.48	0.89	0.31	0.25	10.01	1.1	19
9/3/2016 21:00	15	9.98	0.6	0	0	12.24	1.09	20
9/4/2016 5:00	15	10.22	0.71	0.24	0.31	11.22	1	20
9/4/2016 11:20	15	8.5	0.5	0	0	9.01	1.05	20
9/4/2016 17:00	14	7.87	0.99	0.32	0.3	10.84		20
9/5/2016 11:30	15	15.13	0.58	0.16	0.18	9.2	1	19
9/5/2016 13:10	15	11.21	1.05	0.28	0.42	8.96	0.51	19
9/5/2016 21:00	15	17.22	1.11	0.75	0.24	13.87	1.1	19
9/6/2016 4:00	15	71.24	7.57	2.75	2.63	16.24	1.1	19
9/6/2016 4:40	15	11.24	0.9	0.3	0.24	13.27	1.1	19
9/6/2016 13:00	15	10.81	0.8	0	0	9.36	1.01	19
9/7/2016 5:40	15.5	11.57	4.71	1.57	1.4	15.27	1.1	19
9/7/2016 13:33	17	9.81	1.05	0.1	0.16	9.38	0.9	20
9/7/2016 22:20	15	8.17	0.57	0	0.09	10.94	1.1	20
9/8/2016 13:10	16	7.16	0.46	0.09	0.11	10.16	1	20
9/8/2016 21:45	15	6.33	0.87	0.17	0.3	11.24	1.1	20
9/9/2016 4:40	15	5.77	0.91	0.33	0.2	11.94	1.05	19
9/9/2016 12:20	16	5.24	1.17	0.57	0.59	11.24	1	19
9/9/2016 21:19	15	8.86	0.42	0	0	9.81	1.05	19
9/10/2016 13:00	14	5.89	1.28	0.46	0.52	11.87	1.08	19
9/10/2016 22:35	16	6.91	0.53	0	0	7.9	1	19
9/11/2016 4:00	17	6.01	0.41	0	0	7.01	1.01	19
9/11/2016 12:00	16	5.69	0.9	0.3	0.19	9.87	1	19
9/12/2016 4:30	17	6	0.4	0	0	9.71	1	19
9/12/2016 13:20	16	4.24	0.93	0.27	0.16	9.38	1.11	19
9/12/2016 22:43	16	11.36	0.66	0.09	0.1	11.01	1	19
9/13/2016 4:20	18	8.7	0.83	0.13	0.2	10.23	1	19
9/13/2016 12:00	15	10.49	0.71	0.33	0.19	11.31	1.09	19
9/13/2016 16:30	17	110.01	1.01	0.15	0.21	18.1	1	19
9/14/2016 13:00	9	2.24	0.34	0	0	6.53	1.2	20
9/14/2016 16:00	15	31.42	2.01	0.76	0.81	13.01	1	20
9/14/2016 22:50	17	32.1	0.9	0.15	0.21	11.03		14
9/15/2016 4:40	17	25.7	1.58	0.36	0.4	11.91		19
9/15/2016 11:30	15	22.71	1.74	0.75	0.57	13.72	1.15	19
9/16/2016 5:50	16	19.16	0.93	0.19	0.25	10.2	1.05	19
9/16/2016 12:40	15	15.91	1.49	0.58	0.81	12.36		20
9/16/2016 22:00	15	15.24	0.81	0.09	0.22	10.94	1.1	20
9/17/2016 4:50	15	13.94	0.9	0.22	0.17	10.91	1	19
9/17/2016 11:10	19	11.98	0.75	0.05	0.08	10.9	1	20
9/17/2016 21:45	15	9.79	0.72	0.34	0.2	10.22	1.1	20
9/18/2016 6:00	15	11.94	0.82	0.2	0.19	8.87	1.09	19
9/18/2016 11:25	16	11.53	0.8	0.01	0.05	11.36	1	20
9/18/2016 22:00	15	9.72	0.59	0	0.17	9.53	1.08	19
9/19/2016 4:50	16	8.1	0.77	0.17	0.2	9.53	1.08	19
9/19/2016 11:25	17	8.04	0.62	0.06	0.09	9.01	1.01	20
9/19/2016 22:00	15	8.87	0.9	0.19	0.24	11.34	1.15	20
9/20/2016 5:00	15	7.3	0.61	0	0	11.2	1.15	19
9/20/2016 13:50	16	7.16	0.43	0	0	10.86	1	20
9/20/2016 22:00	16	6.72	1.1	0.35	0.52	12.34	1.1	20
9/21/2016 15:20	16	7.93	0.68	0	0	9.01	1.05	20
9/21/2016 18:00	16	27.9	0.99	0.3	0.22	8.27	1	20
9/22/2016 5:30	15	40	0.9	0.33	0.2	12.34	1.08	19
9/22/2016 13:20	17	21.96	0.86	0.13	0.09	10.38	1	20
9/22/2016 17:20	16	19.24	1.53	0.33	0.3	12.87	1	20
9/23/2016 6:00	16	23.74	1	0.57	0.66	13.72	1	19
9/23/2016 18:35	16.5	45.13	1.2	0.25	0.31	12.91	0.61	19
9/23/2016 23:45	16	14.05	1.48	0.57	0.58	15.85	1.09	19
9/24/2016 13:00	16.5	12.89	1.33	0.59	0.53	2.24	1.15	
9/24/2016 15:40	16.5	11.87	1.22	0.5	0.37	11.29	1.1	19
9/24/2016 21:50	17	10.96	0.56	0.08	0.1	10.96	1.06	19
9/25/2016 5:00	16.5	10.01	0.36	0	0	8.11	0.89	19
9/25/2016 11:44	16.5	10.05	1	0.2	0.09	9.39	1.1	19
9/25/2016 22:00	16.5	8.1	0.3	0	0	8.91	1.1	19
9/26/2016 12:00	16.5	7.87	0.79	0.2	0.15	9.38	1.09	20
9/26/2016 17:40	16.5	8.36	0.38	0	0	9.1	0.9	19
9/26/2016 23:20	16.5	7.36	0.41	0	0	9.91	1	19
9/27/2016 4:30	16.5	8.1	0.63	0.1	0.63	10.1		19
9/27/2016 13:20	16.5	7.22	0.6	0.09	0.12	9.36	1.06	20
9/27/2016 18:40	16	7.21	0.43	0	0	10.3	1	20
9/28/2016 12:00	16	6.17	0.64	0	0.11	9.71	1.08	19
9/28/2016 17:00	15.5	7	0.53	0	0	10.91	1	19
9/28/2016 18:40	16	6.21	0.43	0	0	1.96	1	19
9/29/2016 5:35	16.5	7.76	0.56	0	0	9.1	1	19
9/29/2016 13:30	16.5	6.17	0.71	0.09	0.11	9.24	1	19
9/29/2016 23:50	16	10.96	0.56	0.15	0.1	10.01	1	19
9/30/2016 5:45	16.5	7.1	0.68	0.08	0.05	10.01	1	19
9/30/2016 12:10	16	6.91	0.86	0.18	0.23	10.98	1.1	20
9/30/2016 22:00	16	9.72	0.81	0.17	0.22	9.71	1	20
10/1/2016 5:00	16.5	6.22	0.6	0	0.07	10.36	1	19
10/1/2016 22:00	16	5.99	0.71	0.15	0.04	9.54	1.05	19
10/2/2016 5:00	16	5.72	0.81	0.24	0.16	9.36	1	19
10/2/2016 21:45	16	5.18	0.71	0.17	0.11	9.69	1	20
10/3/2016 5:00	16	5.09	0.69	0.19	0.2	9.82	1.02	19
10/3/2016 21:45	16	5.1	0.65	0	0	9.98	1.09	20
10/4/2016 5:45	16	4.89	0.68	0	0	10.86	1	19
10/4/2016 13:00	15.5	4.2	0.36	0	0	9.86	1.1	20
10/4/2016 22:00	16	5.08	0.77	0.11	0.17	9.72	1.09	19
10/5/2016 4:45	16	4.9	0	0	0	10.24	0	19
10/5/2016 11:20	16	4.18	0.36	0	0	9.01	1	20
10/5/2016 18:00	16	4.1	0.6	0	0	10.7	1.05	20
10/6/2016 5:00	16	4.09	0.71	0.22	0.19	9.34	1.05	19
10/6/2016 22:29	16	4.57	0.69	0.17	0.11	9.78	1	20
10/7/2016 11:00	16.5	4.24	0	0	0	9.39	0.99	19
10/7/2016 18:10	16	65.18	1.01	0.28	0.36	5.42	1	19
10/8/2016 4:45	15	79.16	2.51	0.76	0.81	16.72	0.9	1
10/8/2016 10:00	13	17.34	2.14	0.38	0.18	10.81	1	
10/8/2016 13:30	15.5	16.89	0.9	0.31	0.44	14.89	1.09	19
10/9/2016 0:45	16	13.77	1.23	0.71	0.5	10.63	1	19
10/9/2016 5:30	13	17.45	1	0	0.5	10.81	1	
10/9/2016 9:00	16	11.01	0.61	0	0	10.67	1	
10/10/2016 13:00	16	11.84	1.2	0.52	0.59	11.34	1	19
10/10/2016 18:30	16	11.39	0.76	0.1	0.26	10.01	0.9	20
10/11/2016 4:40	16	12.1	0.61	0.05	0.09	10.21	1	19
10/11/2016 11:00	16	9.89	1.42	0.52	0.4	11.74	1.05	19
10/11/2016 21:10	15.5	8.96	0.4	0	0	9.81	1.05	20
10/12/2016 11:00	16	7	0.77	0.24	0.17	9.86	1	19
10/12/2016 18:00	15.5	6.21	0.5	0.05	0.06	11.91	0.96	20
10/12/2016 20:58	15.3	6.01	0.61	0.13	0.19	8.36	1.05	20
10/13/2016 4:40	16	6.23	0.03	0	0	9.01	1	18
10/13/2016 12:00	16	6.2	1.05	0.5	0.38	8.99	1	19
10/13/2016 18:25	16	6.04	1.28	0.96	0.81	8.32	0.99	19
10/14/2016 10:45	16	5.09	0.79	0.1	0.04	9.77	1.1	19
10/14/2016 18:40	16.5	5.17	0.79	0	0	9.97	1	20
10/15/2016 5:00	16	5.04	0.9	0.3	0.1	9.95	1	19
10/15/2016 18:20	16	5.09	0.61	0	0	9.17	0.9	19
10/16/2016 5:40	16	5.03	0.7	0	0.11	9.45	1	19
10/16/2016 13:35	16	4.21	0.3	0	0	8.19	1.05	19
10/16/2016 22:40	16	4.57	0.8	0	0	9.78	1	19
10/17/2016 4:50	16	15.87	0.9	0.3	0.21	11	1.05	19
10/17/2016 18:00	16	11.72	0.99	0.26	0.17	15.26	1.08	19
10/17/2016 21:30	16	7.24	0.9	0.19	0.2	14.17	1	19
10/18/2016 5:00	16	7.34	0.6	0	0	15.94	1.03	18
10/18/2016 21:00	16	6.23	0.9	0.3	0.24	9.36	1.08	20
10/19/2016 0:20	16	6.09	0.67	0.01	0.09	9.27	1	20
10/19/2016 12:00	15	9.36	0.51	0	0	9.01	1.05	19
10/19/2016 21:30	14	9.79	0.98	0.22	0.11	10.74	1	19
10/20/2016 5:00	12	25.72	1.09	0.33		10.84	0	19
10/20/2016 12:00	16	15.12	1.96	0.59	0.76	3.91	1	19
10/20/2016 18:00	16	11.24	0.86	0.2	0.11	4.24	1	19
10/21/2016 5:00	16	9.92	0.9	0.2	0.19	14.17	1	19
10/21/2016 12:00	9	8.51	1.52	0.33	0.71	9.56		19
10/21/2016 22:00	17	10.39	0.99	0.1	0.16	9.01	1	19
10/22/2016 6:00	17	9.49	0.75	0.11	0.15	9.89	1	19
10/22/2016 11:00	17	8.22	2	1	0.99	11.24	1.1	20
10/22/2016 18:35	15.5	7.96	0.91	0.09	0.05	10.36	1.05	20
10/23/2016 5:40	17	7.91	0.66	0	0	10.16	1	18
10/23/2016 12:00	13	6.27	0.6	0	0	9.79	0.9	19
10/23/2016 22:00	17	6.41	0.31	0	0	9.01	0.8	19
10/24/2016 0:35	17	7.21	0.56	0.05	0.06	9.81	1	18
10/24/2016 12:00	17	6.17	0.8	0.33	0.2	9.33	1.1	19
10/24/2016 18:20	17	4.35	0.25	0	0	10.38	1.05	19
10/25/2016 5:40	17	4.76	0.5	0.01	0.03	9.1	1	18
10/25/2016 12:00	16	5.37	0.4	0.04	0	8.97	1	19
10/25/2016 18:30	17	5.16	0.58	0.12	0.19	9.81		19
10/26/2016 5:25	16	4.5	0.5	0.15	0.21	8.09	0.91	18
10/26/2016 12:00	10	4.16	0.56	0.1	1.16	7.01	0.86	18
10/26/2016 18:25	17	4.29	0.59	0	0	7.21	0.86	18
10/27/2016 5:40	17	4.36	0.28	0	0.07	7.96	0.71	18
10/27/2016 13:00	17	4.09	0.9	0.21	0.04	8.9	1	18
10/27/2016 18:15	16.5	5.03	0.39	0	0	9.01	0.21	18
10/28/2016 5:00	16	3.89	0.71	0.2	0.19	10.24	1	18
10/28/2016 6:00	16.5	4.08	0.61	0.12	0.18	9.83	1	18
10/28/2016 12:10	16.5	4.25	0.97	0.36	0.41	9.82	1.1	19
10/29/2016 12:40	16	3.48	0.28	0	0	9	1	19
10/29/2016 13:00	16	3.82	0.64	0.1	0	8.32		19
10/29/2016 23:00	16	3.57	0.7	0.17	0.24	9.54	1	19
10/30/2016 5:00	17	3.94	0.9	0.3	0.2	9.71	1.05	18
10/30/2016 13:00	16	3.86	0.58	0	0	8.7	1	19
10/30/2016 22:20	17	3.52	0.8	0.11	0.04	9.36	1	19
10/31/2016 11:30	16	3.66	0.63	0	0	9.01	1	18
10/31/2016 15:10	16	3.96	0.68	0	0	9.21	0.9	18
10/31/2016 22:00	17	3.71	0.7	0.09	0.04	10.24	1	18
11/1/2016 4:40	17	3.81	0.87	0.1	0.09	10.27	1.03	18
11/1/2016 13:00	18	3.83	0.69	0.18	0.21	9.1	1	19
11/1/2016 22:00	15	3.94	0.84	0.17	0.22	11.84	1.09	18
11/2/2016 4:40	14	4	0.77	0.15	0.09	12.77	1	18
11/2/2016 13:15	15	3.93	0.42	0	0	11.35	1	19
11/2/2016 23:45	14	3.72	0.6	0.09	0	8.98	1.03	19
11/3/2016 4:40	13.5	3.69	0.81	0.1	0.22	8.98	1	18
11/3/2016 11:25	14	4.02	0.46	0	0	9.81	1	18
11/3/2016 21:40	13.3	3.44	0.77	0.11	0.17	10.24	1	18
11/4/2016 5:30	10	3.72	0.71	0	0	11.24	1	
11/4/2016 18:35	14	3.81	0.46	0	0	10.31	1	19
11/5/2016 4:00	13	5.8	2.1	1.05	1.21	13.16		18
11/5/2016 12:49	12	3.72	0.11	0.09		11.24	1.05	19
11/5/2016 23:35	17	4.36	0.31	0	0	7.3	1.05	19
11/6/2016 4:00	18	3.86	0.29	0	0.08	8.98	0.89	
11/6/2016 12:00	19	3.99	0	0.17	0.1	8.89	0.99	19
11/6/2016 22:10	17	4.29	0.59	0	0	10.21	1	18
11/7/2016 4:00	18	4.18	0.36	0	0	9.86	1.05	18
11/7/2016 12:30	17	3.83	0.81	0.1	0.11	8.78	1.05	18
11/7/2016 22:15	18	3.91	0.61	0.1	0.08	9.01	1	18
11/8/2016 4:00	18	3.01	0.36	0	0	10.36	1	18
11/8/2016 13:30	16	3.17	0.6	0.1	0.04	8.07	1.03	18
11/8/2016 23:40	16.5	3.33	0.41	0	0	8.36	1	18
11/9/2016 7:30	16	3.09	0.52	0	0	9.17		18
11/9/2016 13:00	16.5	3.19	0.59	0.09	0.11	8.32	1.1	18
11/9/2016 18:30	16.5	3.18	0.86	0.05	0.09	8.01	1	18
11/10/2016 0:21	16.5	3.96	0.89	0.21	0.36	10.3	1	18
11/10/2016 12:00	16.5	3.12	0.53	0.09	0	8.38	1.09	18
11/10/2016 18:10	16.5	3.26	0.43	0	0	8.96	1.1	19
11/11/2016 5:25	16.5	3.5	0.51	0	0	8.91	1	18
11/11/2016 12:30	16.5	3.21	0.7	0.1	0.09	8.21	1	19
11/11/2016 18:35	16	3.77	1.15	0.32	0.2	8.12	0.81	19
11/12/2016 6:00	16.5	3.97	0.6	0	0	9.37	1.03	18
11/12/2016 13:15	14	3.21	0.38	0	0	8.36	1	19
11/12/2016 18:00	16	3.22	0.98	0.8	0.19	9.12	1	19
11/13/2016 5:00	16	3.57	0.5	0	0	9.72	1.03	18
11/13/2016 12:00	16	3.26	0.43	0	0	8.01	1	19
11/13/2016 18:00	16.5	3.09	0.6	0	0	7.84	1	19
11/14/2016 2:30	16.5	3.1	0.52	0	0	6.89	1	19
11/14/2016 13:25	16.5	3.1	0.43	0	0	8.01	1	19
11/14/2016 23:30	16.5	3.13	0.57	0	0	9.37	1.1	19
11/15/2016 4:30	16	3.09	0.5	0	0	9.78	1.1	19
11/15/2016 13:25	16	3.21	0.42	0	0	1.08	1	20
11/15/2016 21:45	14	3.03	0.77	0.11	0.09	10.27	1.03	20
11/16/2016 1:00	14	3	0.61	0	0	9.87	1.07	19
11/16/2016 12:00	13	3.91	0.28	0	0	9.3	0.9	19
11/16/2016 23:30	13	4	1	0.33	0.29	10.24	1.09	19
11/17/2016 2:45	13	3.73	0.9	0.29	0.33	10.29	1	19
11/17/2016 11:40	12.5	3.16	0.41	0	0	7.21	1	19
11/17/2016 18:00	11	2.9	0.42	0	0	9.55	0.9	18
11/18/2016 1:49	11	3.1	0.77	0.22	0.1	11.24	0.98	18
11/18/2016 12:40	10	3.13	0.6	0	0	10.24	1.1	18
11/19/2016 5:00	14	3.21	0.47	0	0	9.76	1	18
11/19/2016 12:00	13	4.12	0.6	0	0	9.37	0.99	18
11/19/2016 23:00	13	5.16	0.49	0	0	10.05	1	17
11/20/2016 4:00	15	6.42	0.51	0	0	12.36	1	17
11/20/2016 12:00	13	10.84	0.9	0.33	0.2	13.83	1	17
11/20/2016 18:45	14	10.86	1	0.19	0.25	13.05	1	17
11/21/2016 3:25	14	11.3	0.41	0	0	11.95	1	16
11/21/2016 10:05	13	9.36	0.4	0	0	12.01	1	17
11/21/2016 12:20	14.2	7.87	1.1	0.33	0.52	12.08	1	17
11/22/2016 4:10	14	8.01	0.53	0	0	12.01	1	16
11/22/2016 12:00	13	6.01	0.46	0	0	12.16	1	16
11/22/2016 13:00	13.5	7.57	0.69	0	0	12.87	1	17
11/23/2016 5:00	14.5	6.26	0.68	0	0	13.01	1.1	16
11/23/2016 12:15	17	4.89	0.5	0	0	11.24	1.05	16
11/23/2016 18:25	15	4.1	0.81	0	0	12.01	1.05	17
11/24/2016 6:00	17	4.9	0.36	0	0	8.9	1	17
11/24/2016 13:40	16	4.09	0.71	0.11	0.09	9	1.1	17
11/24/2016 23:00	16	4.86	0.76	0.1	0.21	10.8	1	17
11/25/2016 5:30	12	4.91	0.81	0.36	0.38	10.93	1.05	17
11/25/2016 12:55	15	8.59	0.4	0	0	13.93	1	17
11/25/2016 23:40	14.5	7.8	0.9	0.2	0.19	13.12	1.03	17
11/26/2016 0:00	14	7.81	0.9	0.71	0.3	10.96	1	17
11/26/2016 5:00	14	7.2	0.99	0.33	0.2	13.71	1	17
11/26/2016 22:35	14	11	0.9	0.17	0.37	13.22	1.05	17
11/27/2016 5:00	13	13.38	1.1	0.33		12.89	1.05	17
11/27/2016 13:00	15	11.56	0.5	0	0	8.1	1	17
11/27/2016 22:45	14	11.77	1.54	0.57	0.71	13.17	1.1	17
11/28/2016 6:00	14.5	9.17	0.89	0	0	12.89	1	17
11/28/2016 11:30	15	8.33	1.72	0.42	0.47	12.36	1	0
11/29/2016 0:30	15	8.12	1.4	0.57	0.66	14.71	1.1	17
11/29/2016 12:25	14	7.16	0.69	0.1	0.16	12.36	1	18
11/29/2016 22:30	14	7.2	1.1	0.33	0.22	11.74	1.1	18
11/30/2016 5:00	14	7.17	1.09	0.75	0.32	11.84	1	
11/30/2016 13:10	17	7.21	0.53	0.01	0.03	8.3	1	18
11/30/2016 22:00	16.5	5.89	1	0.3	0.09	9	1	18
12/1/2016 5:00	16	5.78	0.9	0.2	0.15	8.92	1.03	18
12/1/2016 13:18	16	5.16	0.33	0	0	8.68	1	18
12/1/2016 23:00	16	4.69	0.6	0	0	10.12	1.05	18
12/2/2016 5:00	15	4.59	0.7	0.19	0.1	10.12	1.02	18
12/2/2016 6:35	17	4.01	0.86	0.45	0.08	10.36	1	19
12/2/2016 12:39	17	4.8	0.71	0.11	0.15	10.84	0.95	18
12/3/2016 6:00	18	6.96	0.63	0	0	13.86	1	18
12/3/2016 12:40	16	6.54	1	0.22	0.19	11.84	1.08	18
12/3/2016 23:25	16	4.21	0.3	0	0	8.16	1	18
12/4/2016 5:20	17.5	4.36	0.28	0	0	8.21	1	18
12/4/2016 19:30	18	10.02	1.84	0.67	0.08	8.21	1	
12/4/2016 23:20	17.5	5.05	0.28	0.4	0.33	8.21	1	18
12/5/2016 9:00	15	27.72	3.94	1.17	0.99	13.24	1	19
12/5/2016 12:00	16	15.1	0.42	0	0	13.16	1	18
12/5/2016 12:00	15	24.27	1.1	0.33	0.3	13.24	1	19
12/6/2016 5:50	17	12.16	0.51	0	0		1.1	18
12/6/2016 12:00	17	10.09	0.82	0.1	0.15	13.21	1.07	19
12/7/2016 5:50	15	7.01	0.41	0	0	8.26	1	18
12/7/2016 12:00	15	7.2	0.67	0	0	9	1.05	18
12/7/2016 18:55	15	6.03	0.7	0	0.08	9.96	0.86	18
12/8/2016 5:50	16	5.28	0.66	0	0	9.66	1	18
12/8/2016 13:00	16	6.43	0.99	0.33	0.21	9.3	1	18
12/8/2016 18:25	15.5	5.36	0.91	0.36	0.28	9.36	1	18
12/9/2016 5:40		4.86	0.36	0	0	9.81	1	18
12/9/2016 13:30	19	4.86	0.63	0.2	0.16	9.01	1	19
12/9/2016 22:00	15	5	0.6	0	0	9.22	1	18
12/10/2016 5:00	15	4.2	0.71	0.13	0.1	9.71	1.03	18
12/10/2016 13:00	16	4.05	0.46	0	0	9.36	1	18
12/10/2016 22:20	15	4.09	0.71	0.1	0.04	8.29	0.9	18
12/11/2016 4:40	14	36.6	0.53	0	0	9	1	17
12/11/2016 13:20	14	4.01	0.36	0	0	9.28	1	17
12/11/2016 22:40	15	5.29	0.77	0	0.17	10.53	0.92	17
12/12/2016 5:00	15.5	5.12	0.81	0.11	0.09	10.94	1.05	17
12/12/2016 22:30	14	4	0.4	0	0	9.79	1.08	17
12/13/2016 4:40	13	3.99	0.57	0	0	9.79	1	17
12/13/2016 13:10	16.5	3.8	0.78	0.16	0.21	10.01	1	17
12/13/2016 15:30	16.5	3.91	0.56	0	0	10.3	1	
								
								
								
								
								
								
								
								
								
